log_id,customer_key,log_date,topic,category,description,sentiment,channel,priority,resolution_date,agent_key
4553,15612,2023-03-12,Tarif,Vertrag,Preisgarantie Frage,Neutral,App,Kritisch,2023-03-17,120
4554,6621,2025-03-26,Speicher,Technisch,Batteriespeicher Störung,Negativ,Chat,Hoch,2025-03-30,113
4555,7472,2023-08-12,Allgemein,Service,Allgemeine Anfrage,Positiv,Email,Mittel,2023-08-25,18
4556,6828,2023-03-10,Smart Meter,Installation,Smart Meter defekt,Negativ,Chat,Kritisch,2023-03-16,111
4557,11577,2023-09-09,Wallbox,E-Mobility,Ladekarte Probleme,Positiv,Email,Mittel,2023-09-14,101
4558,12745,2023-09-29,Smart Meter,Installation,Smart Meter defekt,Negativ,Email,Niedrig,2023-10-12,195
4559,11929,2024-05-02,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Positiv,App,Niedrig,2024-05-14,93
4560,16980,2024-05-01,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,Email,Mittel,2024-05-02,39
4561,5558,2023-04-11,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Telefon,Mittel,2023-04-19,147
4562,14589,2023-09-22,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,App,Mittel,2023-10-01,121
4563,11496,2025-01-25,Tarif,Vertrag,Ökostrom Umstellung,Neutral,Chat,Mittel,2025-01-27,71
4564,11645,2024-12-22,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,Chat,Hoch,2024-12-25,91
4565,16471,2024-09-02,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,Chat,Mittel,2024-09-04,166
4566,18998,2025-01-09,Speicher,Technisch,Batteriespeicher Störung,Negativ,Email,Niedrig,2025-01-11,181
4567,10022,2025-03-11,Rechnung,Abrechnung,Abschlag anpassen,Negativ,Email,Mittel,2025-03-11,136
4568,16759,2024-01-31,Speicher,Technisch,Batteriespeicher Störung,Negativ,Chat,Hoch,2024-02-03,167
4569,7206,2025-02-05,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Email,Hoch,2025-02-11,39
4570,18491,2025-06-28,Tarif,Vertrag,Umzug melden,Neutral,Email,Niedrig,2025-07-05,4
4571,2733,2024-06-27,Speicher,Technisch,Batteriespeicher Störung,Negativ,Chat,Hoch,2024-07-04,1
4572,19826,2024-10-15,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,Telefon,Hoch,2024-10-16,156
4573,2127,2023-01-27,Tarif,Vertrag,Ökostrom Umstellung,Neutral,Email,Niedrig,2023-02-04,26
4574,6580,2023-06-10,Smart Meter,Installation,Smart Meter zeigt keine Daten,Positiv,Chat,Niedrig,2023-06-15,73
4575,4888,2023-10-03,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Hoch,2023-10-08,32
4576,13477,2025-05-19,Speicher,Technisch,Kapazität gesunken,Neutral,App,Mittel,2025-05-26,41
4577,17121,2025-05-31,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Mittel,2025-06-13,183
4578,6885,2024-11-21,Allgemein,Service,Kontaktdaten ändern,Neutral,Chat,Mittel,2024-11-27,183
4579,15655,2025-02-02,Allgemein,Service,Beschwerde,Negativ,Chat,Hoch,2025-02-02,8
4580,19020,2024-01-20,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,Chat,Niedrig,2024-01-20,130
4581,7868,2023-12-28,Allgemein,Service,Beschwerde,Negativ,Chat,Mittel,2024-01-08,22
4582,12591,2023-11-29,Rechnung,Abrechnung,Gutschrift angefragt,Neutral,App,Mittel,2023-12-08,158
4583,19806,2024-11-29,Wallbox,E-Mobility,Wallbox defekt,Negativ,Chat,Kritisch,2024-12-02,153
4584,1697,2024-04-15,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Hoch,2024-04-21,65
4585,17077,2024-04-23,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Chat,Hoch,2024-04-28,70
4586,6098,2024-07-26,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,Telefon,Kritisch,2024-07-31,17
4587,533,2023-10-23,Rechnung,Abrechnung,Abschlag zu hoch,Neutral,Chat,Niedrig,2023-10-29,75
4588,12312,2023-01-25,Allgemein,Service,Lob,Positiv,Email,Niedrig,2023-01-27,142
4589,2885,2024-12-22,Rechnung,Abrechnung,Abschlag zu hoch,Neutral,Email,Niedrig,2024-12-23,105
4590,18238,2024-10-26,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Niedrig,2024-11-08,17
4591,18720,2023-03-27,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Negativ,Chat,Hoch,2023-04-03,186
4592,14355,2024-05-23,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,App,Kritisch,2024-05-29,156
4593,4078,2023-02-24,Tarif,Vertrag,Ökostrom Umstellung,Positiv,Email,Mittel,2023-02-26,19
4594,9460,2023-06-10,Wallbox,E-Mobility,Wallbox defekt,Negativ,Telefon,Mittel,2023-06-11,66
4595,14320,2023-04-05,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Chat,Kritisch,2023-04-05,134
4596,8805,2023-02-06,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Chat,Kritisch,2023-02-11,65
4597,1285,2023-11-03,Smart Meter,Installation,Smart Meter defekt,Negativ,Chat,Kritisch,2023-11-06,9
4598,1024,2024-10-24,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Email,Niedrig,2024-11-05,14
4599,16917,2024-06-01,Smart Meter,Installation,Smart Meter zeigt keine Daten,Positiv,Telefon,Niedrig,2024-06-04,55
4600,8430,2024-05-03,Solar,Technisch,Solaranlage Ertrag niedrig,Negativ,App,Hoch,2024-05-03,81
4601,18142,2023-03-07,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Email,Niedrig,2023-03-07,82
4602,6693,2024-02-19,Smart Meter,Installation,Smart Meter defekt,Negativ,Telefon,Mittel,2024-02-27,30
4603,9481,2023-02-27,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,Chat,Mittel,2023-03-10,48
4604,12339,2023-10-14,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,Email,Mittel,2023-10-18,37
4605,3037,2025-01-25,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Hoch,2025-02-01,25
4606,15990,2023-07-31,Rechnung,Abrechnung,Abschlag anpassen,Neutral,App,Niedrig,2023-07-31,56
4607,2342,2025-04-03,Solar,Technisch,Einspeisevergütung Frage,Negativ,App,Niedrig,2025-04-16,163
4608,19026,2025-03-22,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Negativ,Telefon,Mittel,2025-03-25,99
4609,4853,2023-09-25,Tarif,Vertrag,Kündigung,Neutral,Telefon,Niedrig,2023-10-09,163
4610,17118,2025-03-06,Tarif,Vertrag,Preisgarantie Frage,Positiv,Chat,Mittel,2025-03-14,176
4611,5009,2024-03-06,Smart Meter,Installation,Smart Meter zeigt keine Daten,Negativ,App,Mittel,2024-03-12,14
4612,15646,2024-02-16,Allgemein,Service,Kontaktdaten ändern,Neutral,Email,Mittel,2024-02-24,116
4613,2441,2024-04-22,Rechnung,Abrechnung,Zahlungsplan angefragt,Neutral,Telefon,Mittel,2024-04-22,171
4614,13867,2023-06-27,Rechnung,Abrechnung,Abschlag zu hoch,Positiv,App,Mittel,2023-06-30,117
4615,1236,2024-10-06,Smart Meter,Installation,Smart Meter zeigt keine Daten,Positiv,App,Mittel,2024-10-07,88
4616,14636,2023-09-17,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,Chat,Hoch,2023-09-24,176
4617,19604,2025-06-20,Rechnung,Abrechnung,Zahlungsplan angefragt,Neutral,App,Hoch,2025-06-27,155
4618,1241,2024-07-10,Rechnung,Abrechnung,Abschlag anpassen,Positiv,Email,Mittel,2024-07-12,89
4619,17166,2024-12-08,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,App,Hoch,2024-12-14,88
4620,18709,2023-03-22,Wärmepumpe,Technisch,Wärmepumpe läuft nicht,Negativ,App,Niedrig,2023-03-24,151
4621,8035,2024-04-04,Speicher,Technisch,Batteriespeicher Störung,Negativ,Chat,Mittel,2024-04-14,151
4622,1246,2023-07-30,Speicher,Technisch,Kapazität gesunken,Neutral,App,Mittel,2023-07-31,43
4623,19398,2024-01-31,Solar,Technisch,Wechselrichter Fehler,Neutral,Telefon,Mittel,2024-01-31,114
4624,1914,2024-08-18,Speicher,Technisch,Batteriespeicher Störung,Negativ,App,Niedrig,2024-08-22,38
4625,8391,2023-03-27,Rechnung,Abrechnung,Zahlungsplan angefragt,Neutral,Telefon,Mittel,2023-04-06,186
4626,11188,2023-07-06,Allgemein,Service,Informationsanfrage,Neutral,Telefon,Mittel,2023-07-09,54
4627,10860,2023-05-12,Tarif,Vertrag,Preisgarantie Frage,Negativ,Telefon,Mittel,2023-05-24,80
4628,12313,2024-01-15,Wallbox,E-Mobility,Ladekarte Probleme,Positiv,Email,Hoch,2024-01-15,103
4629,3258,2024-04-30,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,Chat,Mittel,2024-05-09,141
4630,16825,2024-05-14,Smart Meter,Installation,Smart Meter zeigt keine Daten,Negativ,Telefon,Hoch,2024-05-14,152
4631,2965,2024-10-27,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Email,Niedrig,2024-11-07,63
4632,6684,2023-02-05,Speicher,Technisch,Kapazität gesunken,Neutral,Telefon,Mittel,2023-02-13,84
4633,3979,2023-11-15,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Email,Hoch,2023-11-16,1
4634,11268,2023-10-27,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Email,Niedrig,2023-11-08,1
4635,8082,2024-08-25,Allgemein,Service,Lob,Positiv,App,Niedrig,2024-08-29,143
4636,3691,2023-08-30,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Positiv,Telefon,Mittel,2023-08-30,181
4637,993,2023-03-29,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Email,Hoch,2023-04-02,124
4638,13936,2025-04-10,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,Telefon,Niedrig,2025-04-13,170
4639,10467,2024-11-28,Tarif,Vertrag,Vertragsverlängerung,Positiv,Email,Mittel,2024-12-01,76
4640,13005,2024-04-12,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Email,Hoch,2024-04-18,158
4641,17238,2024-04-30,Allgemein,Service,Allgemeine Anfrage,Neutral,Chat,Kritisch,2024-05-03,102
4642,13897,2023-07-05,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Chat,Hoch,2023-07-12,111
4643,13757,2025-04-10,Speicher,Technisch,Batteriespeicher Störung,Negativ,Telefon,Hoch,2025-04-17,125
4644,16814,2025-06-22,Smart Meter,Installation,Smart Meter defekt,Negativ,App,Niedrig,2025-06-25,187
4645,2392,2023-02-16,Allgemein,Service,Allgemeine Anfrage,Neutral,Email,Mittel,2023-02-21,10
4646,10998,2023-01-07,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Chat,Mittel,2023-01-16,40
4647,9084,2025-06-10,Wärmepumpe,Technisch,Wartung angefragt,Negativ,Email,Mittel,2025-06-18,141
4648,7541,2023-11-18,Rechnung,Abrechnung,Zahlungsplan angefragt,Positiv,Chat,Mittel,2023-11-27,178
4649,5089,2023-06-29,Wallbox,E-Mobility,Wallbox Installation angefragt,Neutral,Chat,Kritisch,2023-07-03,45
4650,13356,2024-03-21,Speicher,Technisch,Speicher lädt nicht,Negativ,App,Mittel,2024-04-01,51
4651,12843,2023-11-23,Rechnung,Abrechnung,Gutschrift angefragt,Positiv,Chat,Hoch,2023-11-24,93
4652,15721,2025-03-16,Allgemein,Service,Lob,Positiv,App,Niedrig,2025-03-22,155
4653,16992,2024-02-02,Wallbox,E-Mobility,Wallbox Installation angefragt,Negativ,Telefon,Mittel,2024-02-05,151
4654,13804,2024-07-04,Allgemein,Service,Allgemeine Anfrage,Neutral,Telefon,Niedrig,2024-07-10,53
4655,19489,2023-02-24,Tarif,Vertrag,Preisgarantie Frage,Neutral,Email,Mittel,2023-03-01,88
4656,16039,2023-10-11,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,App,Mittel,2023-10-21,99
4657,18736,2023-03-18,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Chat,Kritisch,2023-03-22,44
4658,17603,2024-02-29,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,App,Kritisch,2024-03-04,128
4659,6986,2023-03-08,Allgemein,Service,Allgemeine Anfrage,Neutral,App,Mittel,2023-03-19,2
4660,11507,2024-12-30,Allgemein,Service,Informationsanfrage,Negativ,App,Niedrig,2025-01-06,157
4661,3195,2023-07-13,Tarif,Vertrag,Ökostrom Umstellung,Positiv,Telefon,Mittel,2023-07-27,95
4662,7316,2025-06-08,Wärmepumpe,Technisch,Effizienz zu niedrig,Positiv,Email,Hoch,2025-06-12,54
4663,13178,2023-02-04,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Email,Niedrig,2023-02-11,117
4664,18038,2023-06-17,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Email,Mittel,2023-06-27,77
4665,13206,2024-06-12,Rechnung,Abrechnung,Gutschrift angefragt,Negativ,Email,Niedrig,2024-06-26,138
4666,8095,2023-06-11,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Chat,Niedrig,2023-06-23,77
4667,9715,2024-08-11,Speicher,Technisch,Batteriespeicher Störung,Negativ,App,Mittel,2024-08-17,25
4668,216,2023-08-18,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Email,Hoch,2023-08-23,13
4669,5022,2024-11-01,Speicher,Technisch,Speicher lädt nicht,Negativ,Chat,Mittel,2024-11-15,183
4670,2074,2023-02-24,Solar,Technisch,Solaranlage produziert nicht,Negativ,Telefon,Hoch,2023-03-03,43
4671,14807,2024-04-24,Solar,Technisch,Solaranlage Ertrag niedrig,Negativ,App,Mittel,2024-05-04,90
4672,4341,2023-02-24,Solar,Technisch,Wechselrichter Fehler,Neutral,App,Mittel,2023-03-05,177
4673,17464,2023-06-09,Allgemein,Service,Beschwerde,Negativ,Chat,Niedrig,2023-06-17,118
4674,19112,2023-10-28,Allgemein,Service,Allgemeine Anfrage,Positiv,Email,Kritisch,2023-10-28,45
4675,13705,2023-07-02,Allgemein,Service,Kontaktdaten ändern,Neutral,Email,Mittel,2023-07-04,169
4676,4107,2023-04-06,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,Email,Mittel,2023-04-15,92
4677,14168,2024-06-17,Tarif,Vertrag,Tarifwechsel angefragt,Negativ,Telefon,Niedrig,2024-06-27,176
4678,4710,2023-12-09,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Email,Hoch,2023-12-14,75
4679,18813,2023-03-06,Rechnung,Abrechnung,Gutschrift angefragt,Negativ,Telefon,Niedrig,2023-03-12,87
4680,7914,2025-04-09,Smart Meter,Installation,Smart Meter defekt,Negativ,Telefon,Mittel,2025-04-13,5
4681,5015,2023-09-17,Speicher,Technisch,Kapazität gesunken,Positiv,App,Niedrig,2023-09-29,158
4682,537,2023-07-09,Speicher,Technisch,Speicher lädt nicht,Negativ,Chat,Mittel,2023-07-16,179
4683,9179,2025-02-04,Rechnung,Abrechnung,Abschlag anpassen,Neutral,Email,Hoch,2025-02-08,140
4684,19848,2024-08-15,Speicher,Technisch,Speicher lädt nicht,Negativ,App,Mittel,2024-08-16,91
4685,4336,2025-06-13,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,App,Niedrig,2025-06-13,17
4686,7107,2023-03-01,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Negativ,Email,Mittel,2023-03-01,66
4687,7727,2023-07-13,Wärmepumpe,Technisch,Effizienz zu niedrig,Negativ,Telefon,Mittel,2023-07-19,185
4688,10738,2025-03-10,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Neutral,App,Mittel,2025-03-23,162
4689,13162,2023-06-17,Wallbox,E-Mobility,App-Verbindung unterbrochen,Positiv,App,Mittel,2023-06-30,155
4690,18267,2025-06-16,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Chat,Hoch,2025-06-17,149
4691,7632,2025-02-06,Speicher,Technisch,Kapazität gesunken,Negativ,App,Mittel,2025-02-10,79
4692,14214,2024-08-25,Smart Meter,Installation,Smart Meter zeigt keine Daten,Negativ,Email,Mittel,2024-08-26,129
4693,3423,2024-09-08,Smart Meter,Installation,Smart Meter defekt,Negativ,Chat,Kritisch,2024-09-14,171
4694,19174,2023-08-02,Wallbox,E-Mobility,Wallbox Installation angefragt,Neutral,Telefon,Hoch,2023-08-09,41
4695,13308,2023-09-18,Allgemein,Service,Beschwerde,Negativ,Telefon,Mittel,2023-09-22,25
4696,14601,2025-01-12,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,Telefon,Mittel,2025-01-18,162
4697,15986,2023-01-14,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,Email,Kritisch,2023-01-21,124
4698,17842,2024-01-30,Speicher,Technisch,Kapazität gesunken,Positiv,App,Mittel,2024-02-10,131
4699,2312,2023-04-02,Allgemein,Service,Allgemeine Anfrage,Neutral,Chat,Mittel,2023-04-02,34
4700,8229,2023-06-17,Speicher,Technisch,Kapazität gesunken,Neutral,Email,Niedrig,2023-06-30,194
4701,3068,2023-01-21,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,App,Mittel,2023-02-02,71
4702,18025,2024-06-22,Speicher,Technisch,Batteriespeicher Störung,Negativ,App,Niedrig,2024-07-03,164
4703,11465,2023-05-01,Allgemein,Service,Lob,Positiv,App,Niedrig,2023-05-01,183
4704,8712,2023-10-22,Wallbox,E-Mobility,Wallbox Installation angefragt,Neutral,App,Mittel,2023-10-23,178
4705,17793,2025-04-05,Wallbox,E-Mobility,Wallbox defekt,Negativ,Email,Mittel,2025-04-07,39
4706,12380,2024-08-11,Speicher,Technisch,Batteriespeicher Störung,Negativ,App,Kritisch,2024-08-15,58
4707,14099,2025-02-14,Tarif,Vertrag,Preisgarantie Frage,Neutral,App,Hoch,2025-02-15,152
4708,13126,2025-05-01,Solar,Technisch,Wechselrichter Fehler,Negativ,Chat,Niedrig,2025-05-09,53
4709,7702,2023-07-19,Wallbox,E-Mobility,Wallbox defekt,Negativ,Telefon,Kritisch,2023-07-26,122
4710,297,2024-07-23,Allgemein,Service,Beschwerde,Negativ,Chat,Hoch,2024-07-30,11
4711,6372,2023-05-19,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Telefon,Mittel,2023-05-23,98
4712,16348,2024-05-16,Speicher,Technisch,Kapazität gesunken,Neutral,Chat,Niedrig,2024-05-26,128
4713,19416,2023-04-05,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Chat,Niedrig,2023-04-07,85
4714,10640,2024-01-06,Allgemein,Service,Lob,Positiv,App,Niedrig,2024-01-14,184
4715,17554,2025-06-23,Allgemein,Service,Allgemeine Anfrage,Negativ,Email,Niedrig,2025-06-29,106
4716,841,2023-09-16,Allgemein,Service,Informationsanfrage,Neutral,Telefon,Niedrig,2023-09-18,49
4717,6936,2023-06-01,Rechnung,Abrechnung,Gutschrift angefragt,Neutral,Email,Mittel,2023-06-13,54
4718,4395,2023-06-16,Speicher,Technisch,Speicher lädt nicht,Negativ,Telefon,Kritisch,2023-06-20,145
4719,17468,2023-03-16,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Chat,Mittel,2023-03-23,60
4720,1305,2023-12-30,Allgemein,Service,Kontaktdaten ändern,Neutral,Email,Mittel,2024-01-13,170
4721,15359,2023-04-15,Smart Meter,Installation,Smart Meter zeigt keine Daten,Positiv,App,Mittel,2023-04-23,30
4722,6616,2025-05-05,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,Email,Niedrig,2025-05-07,191
4723,18145,2024-11-18,Tarif,Vertrag,Vertragsverlängerung,Neutral,Telefon,Niedrig,2024-12-01,138
4724,15579,2023-08-12,Speicher,Technisch,Kapazität gesunken,Negativ,Telefon,Hoch,2023-08-16,132
4725,15783,2024-03-15,Speicher,Technisch,Kapazität gesunken,Neutral,App,Mittel,2024-03-26,99
4726,16708,2023-09-13,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,App,Niedrig,2023-09-25,101
4727,18591,2023-11-02,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Chat,Mittel,2023-11-06,94
4728,13239,2025-04-03,Speicher,Technisch,Kapazität gesunken,Neutral,App,Hoch,2025-04-04,12
4729,599,2023-08-10,Speicher,Technisch,Speicher lädt nicht,Negativ,App,Kritisch,2023-08-11,187
4730,1777,2023-04-16,Wallbox,E-Mobility,Wallbox defekt,Negativ,Email,Hoch,2023-04-20,200
4731,9443,2023-02-14,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,App,Mittel,2023-02-23,27
4732,16794,2023-09-21,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Email,Mittel,2023-09-30,125
4733,11367,2023-03-30,Tarif,Vertrag,Umzug melden,Neutral,Telefon,Hoch,2023-04-01,162
4734,11122,2023-10-18,Solar,Technisch,Wechselrichter Fehler,Neutral,Telefon,Mittel,2023-10-22,46
4735,18220,2024-06-18,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,App,Mittel,2024-06-21,1
4736,7249,2024-06-01,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Chat,Niedrig,2024-06-03,34
4737,11037,2024-10-29,Tarif,Vertrag,Kündigung,Positiv,Telefon,Mittel,2024-11-06,92
4738,7599,2023-03-05,Tarif,Vertrag,Ökostrom Umstellung,Positiv,App,Mittel,2023-03-12,22
4739,5042,2023-08-25,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,Chat,Mittel,2023-08-28,76
4740,6566,2024-08-09,Rechnung,Abrechnung,Gutschrift angefragt,Positiv,Chat,Hoch,2024-08-15,126
4741,6921,2024-01-10,Allgemein,Service,Informationsanfrage,Positiv,Chat,Mittel,2024-01-15,10
4742,12222,2023-07-03,Allgemein,Service,Informationsanfrage,Positiv,App,Mittel,2023-07-09,25
4743,11365,2023-12-01,Allgemein,Service,Beschwerde,Negativ,Telefon,Hoch,2023-12-04,115
4744,1349,2023-07-10,Speicher,Technisch,Speicher lädt nicht,Negativ,Chat,Kritisch,2023-07-15,107
4745,8181,2025-04-14,Tarif,Vertrag,Vertragsverlängerung,Negativ,Telefon,Mittel,2025-04-14,195
4746,15265,2023-01-12,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,App,Mittel,2023-01-13,45
4747,13250,2024-11-22,Solar,Technisch,Solaranlage produziert nicht,Negativ,Telefon,Mittel,2024-11-28,49
4748,71,2025-02-05,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,Chat,Hoch,2025-02-09,174
4749,19204,2025-02-12,Speicher,Technisch,Batteriespeicher Störung,Negativ,App,Mittel,2025-02-20,116
4750,11484,2023-05-10,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Neutral,Email,Niedrig,2023-05-19,109
4751,4084,2024-01-19,Allgemein,Service,Kontaktdaten ändern,Neutral,Chat,Niedrig,2024-01-31,92
4752,18697,2024-10-06,Speicher,Technisch,Batteriespeicher Störung,Negativ,Email,Kritisch,2024-10-07,160
4753,15707,2023-06-03,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,App,Mittel,2023-06-07,170
4754,3433,2023-10-17,Solar,Technisch,Wechselrichter Fehler,Negativ,Email,Mittel,2023-10-17,76
4755,18069,2025-01-11,Smart Meter,Installation,Smart Meter zeigt keine Daten,Positiv,Telefon,Mittel,2025-01-11,156
4756,17301,2023-01-13,Speicher,Technisch,Speicher lädt nicht,Negativ,Telefon,Hoch,2023-01-18,150
4757,17744,2023-04-13,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Negativ,Chat,Mittel,2023-04-19,2
4758,14813,2023-05-01,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,Email,Mittel,2023-05-13,10
4759,969,2024-04-12,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Chat,Mittel,2024-04-19,65
4760,296,2024-10-30,Tarif,Vertrag,Vertragsverlängerung,Neutral,Chat,Niedrig,2024-10-31,8
4761,2305,2023-11-09,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Chat,Hoch,2023-11-12,11
4762,16279,2024-11-05,Tarif,Vertrag,Kündigung,Neutral,Email,Niedrig,2024-11-08,115
4763,4214,2023-12-05,Tarif,Vertrag,Ökostrom Umstellung,Neutral,Telefon,Niedrig,2023-12-10,178
4764,15685,2025-05-15,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,App,Mittel,2025-05-19,93
4765,7947,2024-10-09,Speicher,Technisch,Batteriespeicher Störung,Negativ,Email,Mittel,2024-10-18,142
4766,11130,2024-06-10,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Niedrig,2024-06-11,35
4767,2696,2024-10-23,Speicher,Technisch,Speicher lädt nicht,Negativ,Telefon,Niedrig,2024-10-23,150
4768,12710,2025-05-05,Rechnung,Abrechnung,Gutschrift angefragt,Neutral,Chat,Mittel,2025-05-13,74
4769,14704,2023-09-03,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,Email,Hoch,2023-09-10,155
4770,5006,2023-01-29,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Neutral,App,Niedrig,2023-02-01,99
4771,7231,2023-09-05,Rechnung,Abrechnung,Abschlag anpassen,Positiv,Chat,Kritisch,2023-09-12,191
4772,2347,2023-09-07,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Telefon,Niedrig,2023-09-12,200
4773,1510,2023-11-21,Wallbox,E-Mobility,Ladekarte Probleme,Positiv,Chat,Mittel,2023-11-24,163
4774,10118,2024-08-01,Tarif,Vertrag,Preisgarantie Frage,Neutral,Telefon,Mittel,2024-08-11,97
